_id,productTitle,productPrice,productUrl,paginationUrl,productImage,shop,__v,createdAt,updatedAt
65dee07bdb60e39590030687,Food Envy Sweet Crepes 8pk/480g,3.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-sweet-crepes-8pk480g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/e/0/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_17_1b62f641f0.jpg,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
65dee07bdb60e3959003062f,Inner Goodness - Barista Long Life Almond Unsweetened Milk 1L,2.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-barista-long-life-almond-unsweetene/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.361Z,2024-02-28T07:27:55.361Z
65dee07bdb60e39590030630,Inner Goodness - Barista Long Life Oat Milk 1L,2.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-barista-long-life-oat-milk-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.361Z,2024-02-28T07:27:55.361Z
65dee07bdb60e39590030619,Inner Goodness Almond Milk 1L,2.79,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-almond-milk-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/a/6/csm_1001605-3_1x1_Q4_WEB-AUDIT_DAIRY_228x128_16_4678124e2a.jpg,Aldi,0,2024-02-28T07:27:55.358Z,2024-02-28T07:27:55.358Z
65dee07bdb60e3959003062e,Inner Goodness Long Life Rice Milk 1L,1.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-long-life-rice-milk-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.361Z,2024-02-28T07:27:55.361Z
65dee07bdb60e39590030618,Inner Goodness Soy Milk 1L,2.25,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/inner-goodness-soy-milk-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/1/5/csm_1001605-3_1x1_Q4_WEB-AUDIT_DAIRY_228x128_15_3390251598.jpg,Aldi,0,2024-02-28T07:27:55.357Z,2024-02-28T07:27:55.357Z
65dee07bdb60e39590030637,Lodge Farms Extra Large Free Range Eggs 12pk/700g,5.19,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/lodge-farms-extra-large-free-range-eggs-12pk700g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/4/8/csm_1001829-2_Q1-WEB-AUDIT_DAIRY-EGGS_1x1_228x128_2_RET_b1edd22128.png,Aldi,0,2024-02-28T07:27:55.361Z,2024-02-28T07:27:55.361Z
65dee07bdb60e39590030636,Lodge Farms Large Free Range Eggs 12pk/600g,4.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/lodge-farms-large-free-range-eggs-12pk600g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/b/8/csm_1001829-2_Q1-WEB-AUDIT_DAIRY-EGGS_1x1_228x128_1_RET_9c6e565848.png,Aldi,0,2024-02-28T07:27:55.361Z,2024-02-28T07:27:55.361Z
65dee07bdb60e3959003066d,Lyttos Greek Style Natural Yogurt 2kg,10.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/lyttos-greek-style-natural-yogurt-2kg-3/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/f/2/csm_1001829-2_Q1-WEB-AUDIT_DAIRY-EGGS_1x1_228x128_4_RET_360267f1c1.png,Aldi,0,2024-02-28T07:27:55.364Z,2024-02-28T07:27:55.364Z
65dee07bdb60e39590030659,Manhattan Cottage Cheese 500g,5.49,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/manhattan-cottage-cheese-500g-1/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/f/5/csm_ALN2853_AWARDS_CHEESE_1x1_228x128_4_52a32c5c02.jpg,Aldi,0,2024-02-28T07:27:55.363Z,2024-02-28T07:27:55.363Z
65dee07bdb60e39590030682,Marvellicious Choc Mousse 12pk,5.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/marvellicious-choc-mousse-12pk/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/8/f/csm_1000855_ALN-10_1x1_Q1_WEB-AUDIT_228x128_47_86562ed2c0.jpg,Aldi,0,2024-02-28T07:27:55.366Z,2024-02-28T07:27:55.366Z
65dee07bdb60e3959003062c,Milk UHT Almond Original 1L,1.89,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/milk-uht-almond-original-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.360Z,2024-02-28T07:27:55.360Z
65dee07bdb60e3959003062b,Milk UHT Almond Unsweetened 1L,1.89,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/milk-uht-almond-unsweetened-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.360Z,2024-02-28T07:27:55.360Z
65dee07bdb60e3959003068d,Pick'd Apple Mango 2L,4.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-apple-mango-2l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
65dee07bdb60e3959003068e,Pick'd Cloudy Apple 2L,4.69,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-cloudy-apple-2l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.368Z,2024-02-28T07:27:55.368Z
65dee07bdb60e3959003068f,Pick'd Orange Pulp 1L,3.49,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-orange-pulp-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.368Z,2024-02-28T07:27:55.368Z
65dee07bdb60e3959003068b,Pick’d Orange Pulp 2L,4.69,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-orange-pulp-2l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
65dee07bdb60e3959003068c,Pick’d Orange Pulp Free 2L,4.69,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/pickd-orange-pulp-free-2l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
65dee07bdb60e39590030672,Premiere Fruit Swirl Blueberry Yogurt 720g,5.79,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/premiere-fruit-swirl-blueberry-yogurt-720g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/b/c/csm_1001829-2_Q1-WEB-AUDIT_DAIRY-EGGS_1x1_228x128_9_RET_7050c14332.png,Aldi,0,2024-02-28T07:27:55.365Z,2024-02-28T07:27:55.365Z
